country,year,series,value
Sudan,2005,Tourist/visitor arrivals (thousands),246
Sudan,2010,Tourist/visitor arrivals (thousands),495
Sudan,2016,Tourist/visitor arrivals (thousands),800
Sudan,2017,Tourist/visitor arrivals (thousands),813
Sudan,2018,Tourist/visitor arrivals (thousands),836
Sudan,1995,Tourism expenditure (millions of US dollars),8
Sudan,2005,Tourism expenditure (millions of US dollars),114
Sudan,2010,Tourism expenditure (millions of US dollars),82
Sudan,2016,Tourism expenditure (millions of US dollars),1009
Sudan,2017,Tourism expenditure (millions of US dollars),1029
Sudan,2018,Tourism expenditure (millions of US dollars),1043
Suriname,1995,Tourist/visitor arrivals (thousands),43
Suriname,2005,Tourist/visitor arrivals (thousands),161
Suriname,2010,Tourist/visitor arrivals (thousands),205
Suriname,2016,Tourist/visitor arrivals (thousands),256
Suriname,2017,Tourist/visitor arrivals (thousands),278
Suriname,1995,Tourism expenditure (millions of US dollars),52
Suriname,2005,Tourism expenditure (millions of US dollars),96
Suriname,2010,Tourism expenditure (millions of US dollars),69
Suriname,2016,Tourism expenditure (millions of US dollars),74
Suriname,2017,Tourism expenditure (millions of US dollars),61
Suriname,2018,Tourism expenditure (millions of US dollars),73
Sweden,1995,Tourist/visitor arrivals (thousands),2310
Sweden,2005,Tourist/visitor arrivals (thousands),4883
Sweden,2010,Tourist/visitor arrivals (thousands),5183
Sweden,2016,Tourist/visitor arrivals (thousands),6782
Sweden,2017,Tourist/visitor arrivals (thousands),7054
Sweden,2018,Tourist/visitor arrivals (thousands),7440
Sweden,1995,Tourism expenditure (millions of US dollars),3471
Sweden,2005,Tourism expenditure (millions of US dollars),6554
Sweden,2010,Tourism expenditure (millions of US dollars),8336
Sweden,2016,Tourism expenditure (millions of US dollars),12764
Sweden,2017,Tourism expenditure (millions of US dollars),14168
Sweden,2018,Tourism expenditure (millions of US dollars),14926
Switzerland,1995,Tourist/visitor arrivals (thousands),6946
Switzerland,2005,Tourist/visitor arrivals (thousands),7229
Switzerland,2010,Tourist/visitor arrivals (thousands),8628
Switzerland,2016,Tourist/visitor arrivals (thousands),9205
Switzerland,2017,Tourist/visitor arrivals (thousands),9889
Switzerland,2018,Tourist/visitor arrivals (thousands),10362
Switzerland,1995,Tourism expenditure (millions of US dollars),11354
Switzerland,2005,Tourism expenditure (millions of US dollars),11952
Switzerland,2010,Tourism expenditure (millions of US dollars),17614
Switzerland,2016,Tourism expenditure (millions of US dollars),19042
Switzerland,2017,Tourism expenditure (millions of US dollars),19654
Switzerland,2018,Tourism expenditure (millions of US dollars),20276
Syrian Arab Republic,1995,Tourist/visitor arrivals (thousands),815
Syrian Arab Republic,2005,Tourist/visitor arrivals (thousands),3571
Syrian Arab Republic,2010,Tourist/visitor arrivals (thousands),8546
Syrian Arab Republic,2005,Tourism expenditure (millions of US dollars),2035
Syrian Arab Republic,2010,Tourism expenditure (millions of US dollars),6308
Tajikistan,2010,Tourist/visitor arrivals (thousands),160
Tajikistan,2016,Tourist/visitor arrivals (thousands),344
Tajikistan,2017,Tourist/visitor arrivals (thousands),431
Tajikistan,2018,Tourist/visitor arrivals (thousands),1035
Tajikistan,2005,Tourism expenditure (millions of US dollars),9.1
Tajikistan,2010,Tourism expenditure (millions of US dollars),141.5
Tajikistan,2016,Tourism expenditure (millions of US dollars),149.6
Tajikistan,2017,Tourism expenditure (millions of US dollars),171.6
Tajikistan,2018,Tourism expenditure (millions of US dollars),170.9
Thailand,1995,Tourist/visitor arrivals (thousands),6952
Thailand,2005,Tourist/visitor arrivals (thousands),11567
Thailand,2010,Tourist/visitor arrivals (thousands),15936
Thailand,2016,Tourist/visitor arrivals (thousands),32530
Thailand,2017,Tourist/visitor arrivals (thousands),35592
Thailand,2018,Tourist/visitor arrivals (thousands),38178
Thailand,1995,Tourism expenditure (millions of US dollars),9257
Thailand,2005,Tourism expenditure (millions of US dollars),12103
Thailand,2010,Tourism expenditure (millions of US dollars),23796
Thailand,2016,Tourism expenditure (millions of US dollars),48459
Thailand,2017,Tourism expenditure (millions of US dollars),57057
Thailand,2018,Tourism expenditure (millions of US dollars),65242
Timor-Leste,2010,Tourist/visitor arrivals (thousands),40
Timor-Leste,2016,Tourist/visitor arrivals (thousands),66
Timor-Leste,2017,Tourist/visitor arrivals (thousands),74
Timor-Leste,2018,Tourist/visitor arrivals (thousands),75
Timor-Leste,2010,Tourism expenditure (millions of US dollars),24
Timor-Leste,2016,Tourism expenditure (millions of US dollars),58
Timor-Leste,2017,Tourism expenditure (millions of US dollars),73
Timor-Leste,2018,Tourism expenditure (millions of US dollars),78
Togo,1995,Tourist/visitor arrivals (thousands),53
Togo,2005,Tourist/visitor arrivals (thousands),81
Togo,2010,Tourist/visitor arrivals (thousands),202
Togo,2016,Tourist/visitor arrivals (thousands),338
Togo,2017,Tourist/visitor arrivals (thousands),514
Togo,2018,Tourist/visitor arrivals (thousands),573
Togo,2005,Tourism expenditure (millions of US dollars),27
Togo,2010,Tourism expenditure (millions of US dollars),105
Togo,2016,Tourism expenditure (millions of US dollars),223
Togo,2017,Tourism expenditure (millions of US dollars),245
Tonga,1995,Tourist/visitor arrivals (thousands),29
Tonga,2005,Tourist/visitor arrivals (thousands),42
Tonga,2010,Tourist/visitor arrivals (thousands),47.1
Tonga,2016,Tourist/visitor arrivals (thousands),59.1
Tonga,2017,Tourist/visitor arrivals (thousands),62.5
Tonga,2018,Tourist/visitor arrivals (thousands),54
Tonga,2005,Tourism expenditure (millions of US dollars),15
Tonga,2010,Tourism expenditure (millions of US dollars),17.3
Tonga,2016,Tourism expenditure (millions of US dollars),52.7
Tonga,2017,Tourism expenditure (millions of US dollars),48.5
Tonga,2018,Tourism expenditure (millions of US dollars),48.1
Trinidad and Tobago,1995,Tourist/visitor arrivals (thousands),260
Trinidad and Tobago,2005,Tourist/visitor arrivals (thousands),463
Trinidad and Tobago,2010,Tourist/visitor arrivals (thousands),388
Trinidad and Tobago,2016,Tourist/visitor arrivals (thousands),409
Trinidad and Tobago,2017,Tourist/visitor arrivals (thousands),395
Trinidad and Tobago,2018,Tourist/visitor arrivals (thousands),375
Trinidad and Tobago,1995,Tourism expenditure (millions of US dollars),232
Trinidad and Tobago,2005,Tourism expenditure (millions of US dollars),593
Trinidad and Tobago,2010,Tourism expenditure (millions of US dollars),630
Trinidad and Tobago,2016,Tourism expenditure (millions of US dollars),708
Trinidad and Tobago,2017,Tourism expenditure (millions of US dollars),717
Trinidad and Tobago,2018,Tourism expenditure (millions of US dollars),541
Tunisia,1995,Tourist/visitor arrivals (thousands),4120
Tunisia,2005,Tourist/visitor arrivals (thousands),6378
Tunisia,2010,Tourist/visitor arrivals (thousands),7828
Tunisia,2016,Tourist/visitor arrivals (thousands),5724
Tunisia,2017,Tourist/visitor arrivals (thousands),7052
Tunisia,2018,Tourist/visitor arrivals (thousands),8299
Tunisia,1995,Tourism expenditure (millions of US dollars),1838
Tunisia,2005,Tourism expenditure (millions of US dollars),2800
Tunisia,2010,Tourism expenditure (millions of US dollars),3477
Tunisia,2016,Tourism expenditure (millions of US dollars),1706
Tunisia,2017,Tourism expenditure (millions of US dollars),1782
Tunisia,2018,Tourism expenditure (millions of US dollars),2320
Turkey,1995,Tourist/visitor arrivals (thousands),7083
Turkey,2005,Tourist/visitor arrivals (thousands),20273
Turkey,2010,Tourist/visitor arrivals (thousands),31364
Turkey,2016,Tourist/visitor arrivals (thousands),30289
Turkey,2017,Tourist/visitor arrivals (thousands),37601
Turkey,2018,Tourist/visitor arrivals (thousands),45768
Turkey,2005,Tourism expenditure (millions of US dollars),20760
Turkey,2010,Tourism expenditure (millions of US dollars),26318
Turkey,2016,Tourism expenditure (millions of US dollars),26788
Turkey,2017,Tourism expenditure (millions of US dollars),31870
Turkey,2018,Tourism expenditure (millions of US dollars),37140
Turkmenistan,1995,Tourist/visitor arrivals (thousands),218
Turkmenistan,2005,Tourist/visitor arrivals (thousands),11.6
Turks and Caicos Islands,1995,Tourist/visitor arrivals (thousands),79
Turks and Caicos Islands,2005,Tourist/visitor arrivals (thousands),176
Turks and Caicos Islands,2010,Tourist/visitor arrivals (thousands),281
Turks and Caicos Islands,2016,Tourist/visitor arrivals (thousands),449
Turks and Caicos Islands,2017,Tourist/visitor arrivals (thousands),416.4
Turks and Caicos Islands,2018,Tourist/visitor arrivals (thousands),441
Turks and Caicos Islands,1995,Tourism expenditure (millions of US dollars),53
Tuvalu,1995,Tourist/visitor arrivals (thousands),0.9
Tuvalu,2005,Tourist/visitor arrivals (thousands),1.1
Tuvalu,2010,Tourist/visitor arrivals (thousands),1.7
Tuvalu,2016,Tourist/visitor arrivals (thousands),2.5
Tuvalu,2017,Tourist/visitor arrivals (thousands),2.5
Tuvalu,2018,Tourist/visitor arrivals (thousands),2.7
Tuvalu,2005,Tourism expenditure (millions of US dollars),1.2
Tuvalu,2010,Tourism expenditure (millions of US dollars),2.4
Uganda,1995,Tourist/visitor arrivals (thousands),160
Uganda,2005,Tourist/visitor arrivals (thousands),468
Uganda,2010,Tourist/visitor arrivals (thousands),946
Uganda,2016,Tourist/visitor arrivals (thousands),1323
Uganda,2017,Tourist/visitor arrivals (thousands),1402
Uganda,2005,Tourism expenditure (millions of US dollars),382
Uganda,2010,Tourism expenditure (millions of US dollars),802
Uganda,2016,Tourism expenditure (millions of US dollars),1118
Uganda,2017,Tourism expenditure (millions of US dollars),957
Uganda,2018,Tourism expenditure (millions of US dollars),1044
Ukraine,1995,Tourist/visitor arrivals (thousands),3716
Ukraine,2005,Tourist/visitor arrivals (thousands),17631
Ukraine,2010,Tourist/visitor arrivals (thousands),21203
Ukraine,2016,Tourist/visitor arrivals (thousands),13333
Ukraine,2017,Tourist/visitor arrivals (thousands),14230
Ukraine,2018,Tourist/visitor arrivals (thousands),14104
Ukraine,2005,Tourism expenditure (millions of US dollars),3542
Ukraine,2010,Tourism expenditure (millions of US dollars),4696
Ukraine,2016,Tourism expenditure (millions of US dollars),1723
Ukraine,2017,Tourism expenditure (millions of US dollars),2019
Ukraine,2018,Tourism expenditure (millions of US dollars),2269
United Arab Emirates,1995,Tourist/visitor arrivals (thousands),2315
United Arab Emirates,2005,Tourist/visitor arrivals (thousands),7126
United Arab Emirates,2016,Tourist/visitor arrivals (thousands),18967
United Arab Emirates,2017,Tourist/visitor arrivals (thousands),20394
United Arab Emirates,2018,Tourist/visitor arrivals (thousands),21286
United Arab Emirates,1995,Tourism expenditure (millions of US dollars),632
United Arab Emirates,2005,Tourism expenditure (millions of US dollars),3218
United Arab Emirates,2010,Tourism expenditure (millions of US dollars),8577
United Arab Emirates,2016,Tourism expenditure (millions of US dollars),19496
United Arab Emirates,2017,Tourism expenditure (millions of US dollars),21048
United Arab Emirates,2018,Tourism expenditure (millions of US dollars),21390
United Kingdom,1995,Tourist/visitor arrivals (thousands),21719
United Kingdom,2005,Tourist/visitor arrivals (thousands),28039
United Kingdom,2010,Tourist/visitor arrivals (thousands),28295
United Kingdom,2016,Tourist/visitor arrivals (thousands),35814
United Kingdom,2017,Tourist/visitor arrivals (thousands),37651
United Kingdom,2018,Tourist/visitor arrivals (thousands),36316
United Kingdom,1995,Tourism expenditure (millions of US dollars),27577
United Kingdom,2005,Tourism expenditure (millions of US dollars),32948
United Kingdom,2010,Tourism expenditure (millions of US dollars),34715
United Kingdom,2016,Tourism expenditure (millions of US dollars),47777
United Kingdom,2017,Tourism expenditure (millions of US dollars),47719
United Kingdom,2018,Tourism expenditure (millions of US dollars),48515
United Rep. of Tanzania,1995,Tourist/visitor arrivals (thousands),285
United Rep. of Tanzania,2005,Tourist/visitor arrivals (thousands),590
United Rep. of Tanzania,2010,Tourist/visitor arrivals (thousands),754
United Rep. of Tanzania,2016,Tourist/visitor arrivals (thousands),1233
United Rep. of Tanzania,2017,Tourist/visitor arrivals (thousands),1275
United Rep. of Tanzania,2018,Tourist/visitor arrivals (thousands),1378
United Rep. of Tanzania,2005,Tourism expenditure (millions of US dollars),835
United Rep. of Tanzania,2010,Tourism expenditure (millions of US dollars),1279
United Rep. of Tanzania,2016,Tourism expenditure (millions of US dollars),2149
United Rep. of Tanzania,2017,Tourism expenditure (millions of US dollars),2265
United Rep. of Tanzania,2018,Tourism expenditure (millions of US dollars),2465
United States of America,1995,Tourist/visitor arrivals (thousands),43318
United States of America,2005,Tourist/visitor arrivals (thousands),49206
United States of America,2010,Tourist/visitor arrivals (thousands),60010
United States of America,2016,Tourist/visitor arrivals (thousands),76407.488
United States of America,2017,Tourist/visitor arrivals (thousands),77186.746
United States of America,2018,Tourist/visitor arrivals (thousands),79745.918
United States of America,1995,Tourism expenditure (millions of US dollars),93743
United States of America,2005,Tourism expenditure (millions of US dollars),122077
United States of America,2010,Tourism expenditure (millions of US dollars),167996
United States of America,2016,Tourism expenditure (millions of US dollars),245991
United States of America,2017,Tourism expenditure (millions of US dollars),251544
United States of America,2018,Tourism expenditure (millions of US dollars),256145
United States Virgin Islands,1995,Tourist/visitor arrivals (thousands),454
United States Virgin Islands,2005,Tourist/visitor arrivals (thousands),594
United States Virgin Islands,2010,Tourist/visitor arrivals (thousands),572
United States Virgin Islands,2016,Tourist/visitor arrivals (thousands),667
United States Virgin Islands,2017,Tourist/visitor arrivals (thousands),535
United States Virgin Islands,2018,Tourist/visitor arrivals (thousands),381
United States Virgin Islands,1995,Tourism expenditure (millions of US dollars),822
United States Virgin Islands,2005,Tourism expenditure (millions of US dollars),1432
United States Virgin Islands,2010,Tourism expenditure (millions of US dollars),1223
United States Virgin Islands,2016,Tourism expenditure (millions of US dollars),1343
United States Virgin Islands,2017,Tourism expenditure (millions of US dollars),1202
United States Virgin Islands,2018,Tourism expenditure (millions of US dollars),1046
Uruguay,1995,Tourist/visitor arrivals (thousands),2022
Uruguay,2005,Tourist/visitor arrivals (thousands),1808
Uruguay,2010,Tourist/visitor arrivals (thousands),2353
Uruguay,2016,Tourist/visitor arrivals (thousands),3037
Uruguay,2017,Tourist/visitor arrivals (thousands),3674
Uruguay,2018,Tourist/visitor arrivals (thousands),3469
Uruguay,1995,Tourism expenditure (millions of US dollars),725
Uruguay,2005,Tourism expenditure (millions of US dollars),699
Uruguay,2010,Tourism expenditure (millions of US dollars),1669
Uruguay,2016,Tourism expenditure (millions of US dollars),2182
Uruguay,2017,Tourism expenditure (millions of US dollars),2660
Uruguay,2018,Tourism expenditure (millions of US dollars),2439
Uzbekistan,1995,Tourist/visitor arrivals (thousands),92
Uzbekistan,2005,Tourist/visitor arrivals (thousands),242
Uzbekistan,2010,Tourist/visitor arrivals (thousands),975
Uzbekistan,2016,Tourist/visitor arrivals (thousands),2027
Uzbekistan,2017,Tourist/visitor arrivals (thousands),2690
Uzbekistan,2018,Tourist/visitor arrivals (thousands),5346
Uzbekistan,2005,Tourism expenditure (millions of US dollars),28
Uzbekistan,2010,Tourism expenditure (millions of US dollars),121
Uzbekistan,2016,Tourism expenditure (millions of US dollars),458
Uzbekistan,2017,Tourism expenditure (millions of US dollars),689
Uzbekistan,2018,Tourism expenditure (millions of US dollars),1144
Vanuatu,1995,Tourist/visitor arrivals (thousands),44
Vanuatu,2005,Tourist/visitor arrivals (thousands),62
Vanuatu,2010,Tourist/visitor arrivals (thousands),97.2
Vanuatu,2016,Tourist/visitor arrivals (thousands),95.1
Vanuatu,2017,Tourist/visitor arrivals (thousands),109
Vanuatu,2018,Tourist/visitor arrivals (thousands),116
Vanuatu,2005,Tourism expenditure (millions of US dollars),104
Vanuatu,2010,Tourism expenditure (millions of US dollars),242
Vanuatu,2016,Tourism expenditure (millions of US dollars),275
Vanuatu,2017,Tourism expenditure (millions of US dollars),289
Vanuatu,2018,Tourism expenditure (millions of US dollars),325
Venezuela (Boliv. Rep. of),1995,Tourist/visitor arrivals (thousands),700
Venezuela (Boliv. Rep. of),2005,Tourist/visitor arrivals (thousands),706
Venezuela (Boliv. Rep. of),2010,Tourist/visitor arrivals (thousands),526
Venezuela (Boliv. Rep. of),2016,Tourist/visitor arrivals (thousands),601
Venezuela (Boliv. Rep. of),2017,Tourist/visitor arrivals (thousands),427
Venezuela (Boliv. Rep. of),1995,Tourism expenditure (millions of US dollars),995
Venezuela (Boliv. Rep. of),2005,Tourism expenditure (millions of US dollars),722
Venezuela (Boliv. Rep. of),2010,Tourism expenditure (millions of US dollars),885
Venezuela (Boliv. Rep. of),2016,Tourism expenditure (millions of US dollars),546
Viet Nam,1995,Tourist/visitor arrivals (thousands),1351
Viet Nam,2005,Tourist/visitor arrivals (thousands),3477
Viet Nam,2010,Tourist/visitor arrivals (thousands),5050
Viet Nam,2016,Tourist/visitor arrivals (thousands),10013
Viet Nam,2017,Tourist/visitor arrivals (thousands),12922
Viet Nam,2018,Tourist/visitor arrivals (thousands),15498
Viet Nam,2005,Tourism expenditure (millions of US dollars),2300
Viet Nam,2010,Tourism expenditure (millions of US dollars),4450
Viet Nam,2016,Tourism expenditure (millions of US dollars),8500
Viet Nam,2017,Tourism expenditure (millions of US dollars),8890
Viet Nam,2018,Tourism expenditure (millions of US dollars),10080
Yemen,1995,Tourist/visitor arrivals (thousands),61
Yemen,2005,Tourist/visitor arrivals (thousands),336
Yemen,2010,Tourist/visitor arrivals (thousands),1025
Yemen,2010,Tourism expenditure (millions of US dollars),1291
Yemen,2016,Tourism expenditure (millions of US dollars),116
Zambia,1995,Tourist/visitor arrivals (thousands),163
Zambia,2005,Tourist/visitor arrivals (thousands),669
Zambia,2010,Tourist/visitor arrivals (thousands),815
Zambia,2016,Tourist/visitor arrivals (thousands),956
Zambia,2017,Tourist/visitor arrivals (thousands),1083
Zambia,2018,Tourist/visitor arrivals (thousands),1072
Zambia,2005,Tourism expenditure (millions of US dollars),447
Zambia,2010,Tourism expenditure (millions of US dollars),492
Zambia,2016,Tourism expenditure (millions of US dollars),683
Zambia,2017,Tourism expenditure (millions of US dollars),653
Zambia,2018,Tourism expenditure (millions of US dollars),742
Zimbabwe,1995,Tourist/visitor arrivals (thousands),1416
Zimbabwe,2005,Tourist/visitor arrivals (thousands),1559
Zimbabwe,2010,Tourist/visitor arrivals (thousands),2239
Zimbabwe,2016,Tourist/visitor arrivals (thousands),2168
Zimbabwe,2017,Tourist/visitor arrivals (thousands),2423
Zimbabwe,2018,Tourist/visitor arrivals (thousands),2580
Zimbabwe,1995,Tourism expenditure (millions of US dollars),145
Zimbabwe,2005,Tourism expenditure (millions of US dollars),99
Zimbabwe,2010,Tourism expenditure (millions of US dollars),135
Zimbabwe,2016,Tourism expenditure (millions of US dollars),194
Zimbabwe,2017,Tourism expenditure (millions of US dollars),158
