"pac_name_affiliate","country_of_origin_parent_company","total","dems","repubs","year"
"Rolls-Royce North America (Rolls-Royce PLC)","UK/Rolls-Royce PLC","$234,000","$87,000","$147,000",2001
"Saab North America","Sweden/Saab AB","$4,500","$2,500","$2,000",2001
"Sabic Innovative Plastics","Saudi Arabia/SABIC","$7,000","$6,000","$1,000",2001
"Safelite Group","Belgium/D'Ieteren SA","$3,500","$3,500","$0",2001
"Samsung Electronics America","South Korea/Samsung Group","$394,000","$214,500","$179,500",2001
"Sanofi US (Sanofi)","France/Sanofi","$233,000","$122,500","$110,500",2001
"Santander Bank (Banco Santander)","Spain/Banco Santander","$86,500","$54,000","$32,500",2001
"SAP America","Germany/SAP SE","$88,500","$43,500","$45,000",2001
"Schwan's Co","South Korea/CJ CheilJedang","$162,500","$49,000","$113,500",2001
"Securitas Security Services USA","Sweden/Securitas AB","$0","$0","$0",2001
"Serco Inc","UK/Serco Group","$117,500","$69,000","$48,500",2001
"Shell USA","UK/Shell plc","$5,000","$0","$5,000",2001
"Siemens Corp (Siemens AG)","Germany/Siemens AG","$184,000","$101,500","$82,500",2001
"Smith & Nephew","UK/Smith & Nephew Plc","$96,000","$56,500","$39,500",2001
"Smithfield Foods","China/WH Group","$41,000","$19,000","$22,000",2001
"Smiths Group Services Corp (Smiths Group)","UK/Smiths Group PLC","$33,500","$16,500","$17,000",2001
"Smiths Group Services Corp (Smiths Group)","UK/Smiths Group PLC","$29,948","$13,500","$16,448",2001
"Sodexo Inc","France/Sodexo","$2,900","$2,900","$0",2001
"Solvay America","Belgium/Solvay SA","$65,000","$35,500","$29,500",2001
"Sony Music Entertainment (Sony Corp)","Japan/Sony Corp","$32,500","$19,500","$13,000",2001
"Sony Pictures Entertainment (Sony Corp)","Japan/Sony Corp","$42,500","$26,000","$16,500",2001
"Spark Therapeutics (Roche Holdings)","Switzerland/Roche Holdings","$8,500","$6,500","$2,000",2001
"SSAB Americas","Sweden/SSAB AB","$31,500","$9,000","$22,500",2001
"Standard Insurance Co","Japan/Meiji Yasuda Life Insurance","$4,500","$2,000","$2,500",2001
"Steris Corp","Ireland/Steris PLC","$65,000","$27,500","$37,500",2001
"SUEZ Water","France/SUEZ Environnement","$20,500","$18,500","$2,000",2001
"Sun Life Financial (Sun Life Financial)","Canada/Sun Life Financial","$132,000","$75,000","$57,000",2001
"Sunovion Pharmaceuticals (Sumitomo Chemical)","Japan/Sumitomo Chemical","$107,200","$51,900","$55,300",2001
"Sunpower Corp","France/TotalEnergies","$32,000","$28,500","$3,500",2001
"Swedish Match North America (Swedish Match AB)","Sweden/Swedish Match AB","$5,000","$0","$5,000",2001
"Swiss Re America","Switzerland/Swiss Reinsurance","$0","$0","$0",2001
"Syngenta Corp","China/ChemChina","$207,000","$56,000","$151,000",2001
"Tabacalera USA (Imperial Brands)","UK/Imperial Brands","$4,321","$2,300","$2,021",2001
"Takeda Pharmaceuticals USA (Takeda Pharmaceutical Co)","Japan/Takeda Pharmaceutical Co","$207,500","$119,000","$88,500",2001
"TD Bank USA","Canada/Toronto-Dominion Bank","$259,500","$144,500","$114,000",2001
"TE Connectivity","Switzerland/TE Connectivity","$92,000","$39,500","$52,500",2001
"TECO Energy","Canada/Emera Inc","$37,000","$4,500","$32,500",2001
"Teva Pharmaceuticals USA","Israel/Teva Pharmaceutical Industries","$72,400","$34,500","$37,900",2001
"Toyota Motor North America","Japan/Toyota Motor Corp","$1,053,977","$538,097","$515,880",2001
"Trane Technologies","Ireland/Trane Technologies","$26,300","$3,300","$23,000",2001
"TransAmerica","Netherlands/Aegon NV","$418,500","$211,000","$207,500",2001
"Transcanada USA Services (TC Energy)","Canada/TC Energy","$138,500","$30,500","$108,000",2001
"UBS Americas","Switzerland/UBS AG","$1,470,000","$775,000","$695,000",2001
"UCB Inc (UCB SA)","Belgium/UCB SA","$52,500","$31,000","$21,500",2001
"Ultra Electronics USA","UK/Ultra Electronics","$80,000","$13,500","$66,500",2001
"Universal Music Group (Universal Music Group)","Netherlands/Universal Music Group NV","$131,000","$76,000","$55,000",2001
"Valent USA (Sumitomo Chemical)","Japan/Sumitomo Chemical","$8,000","$4,500","$3,500",2001
"Varian Medical Systems (Siemens AG)","Germany/Siemens AG","$65,800","$39,300","$26,500",2001
"VNA Holding (AB Volvo)","Sweden/AB Volvo","$67,500","$40,000","$27,500",2001
"VT Halter Marine","Singapore/ST Engineering","$18,000","$1,000","$17,000",2001
"Washington Gas Light Co (AltaGas Ltd)","Canada/AltaGas Ltd","$23,400","$14,400","$9,000",2001
"Westinghouse Electric","Canada/Brookfield Business Partners","$41,000","$15,000","$26,000",2001
"WSP USA","Canada/WSP Global","$64,750","$44,250","$20,500",2001
"ZF Automotive US (ZF Friedrichshafen AG)","Germany/ZF Friedrichshafen AG","-$2,000","$0","-$2,000",2001
"Zurich Insurance (Zurich Insurance Group)","Switzerland/Zurich Insurance Group","$308,000","$144,000","$164,000",2001
"7-Eleven","Japan/Ito-Yokado","$7,070","$2,528","$4,542",2002
"ABB Group","Switzerland/Asea Brown Boveri","$34,500","$18,750","$15,750",2002
"Accenture","UK/Accenture plc","$220,947","$94,242","$126,705",2002
"ACE INA","UK/ACE Group","$77,250","$31,500","$45,750",2002
"Acuson Corp (Siemens AG)","Germany/Siemens AG","$0","$0","$0",2002
"AE Staley Manufacturing (Tate & Lyle)","UK/Tate & Lyle","$28,500","$12,500","$16,000",2002
"AEGON USA (AEGON NV)","Netherlands/Aegon NV","$164,500","$73,500","$91,000",2002
"AIM Management Group","UK/AMVESCAP","$24,500","$8,500","$16,000",2002
"Air Liquide America","France/L'Air Liquide SA","$2,650","$2,000","$650",2002
"Alcatel USA","France/Alcatel","$13,750","$4,500","$9,250",2002
"Alcon Laboratories (Nestle SA)","Switzerland/Nestle","$2,000","$1,000","$1,000",2002
"Allfirst Financial","Ireland/Allied Irish Banks","$6,320","$3,820","$2,500",2002
"Allianz of America (Allianz)","Germany/Allianz AG Holding","$60,750","$19,100","$41,650",2002
"Allied Domecq Spirits & Wine","UK/Allied Domecq","$32,250","$6,000","$26,250",2002
"American Water Works Co (RWE AG)","Germany/RWE AG","$32,900","$12,850","$20,050",2002
"AMP Inc (Tyco International)","Ireland/Tyco International","$0","$0","$0",2002
"Anglogold Ltd","UK/Anglo American PLC","$11,850","$3,000","$8,850",2002
"APL Ltd","Singapore/Neptune Orient Lines Ltd","$15,360","$5,250","$10,110",2002
"Aqua-Chem Inc","France/Lyonnaise des Eaux-Dumez Group","$0","$0","$0",2002
"ASARCO LLC","Mexico/Nueva Grupo Mexico","$2,000","$0","$2,000",2002
"AstraZeneca Pharmaceuticals (AstraZeneca PLC)","UK/AstraZeneca","$125,800","$38,050","$87,750",2002
"ATOFINA Chemicals (TotalFinaElf)","France/TOTAL FINA ELF","$26,600","$7,100","$19,500",2002
"ATOFINA Petrochemicals (TotalFinaElf)","France/TotalFinaElf","$2,500","$1,000","$1,500",2002
"Austin, Nichols & Co","France/Pernod Ricard SA","$0","$0","$0",2002
"Aventis Pasteur USA (Aventis)","France/Aventis","$137,040","$75,790","$61,250",2002
"Aventis Pharmaceuticals (Aventis)","France/Aventis","$116,000","$24,500","$91,500",2002
"Aventis Pharmaceuticals Products (Aventis)","France/Aventis","$15,267","$0","$15,267",2002
"Babcock & Wilcox (McDermott International)","Panama/McDermott International","$30,500","$10,000","$20,500",2002
"Bacardi USA","UK/Bacardi Ltd","$0","$0","$0",2002
"BAE Systems North America (BAE Systems)","UK/BAE Systems","$390,276","$149,028","$241,248",2002
"Barrick Goldstrike Mines","Canada/Barrick Gold Corp","$75,000","$33,500","$41,500",2002
"BASF Corp","Germany/BASF Group","$204,500","$41,500","$163,000",2002
"Bayer Corp (Bayer AG)","Germany/Bayer AG","$260,500","$73,000","$187,500",2002
"Bayer CropScience (Bayer AG)","Germany/Bayer AG","$36,000","$15,500","$20,500",2002
"Bear Creek Corp (Yamanouchi Consumer)","Japan/Yamanouchi Consumer","$10,150","$5,050","$5,100",2002
"BHP Holdings","Australia/BHP Billiton","$1,023","$400","$623",2002
"Bird-Johnson Co (Rolls-Royce PLC)","UK/Rolls-Royce PLC","$3,000","$500","$2,500",2002
"Blue Circle America (Lafarge SA)","France/Lafarge SA","$8,500","$1,000","$7,500",2002
"BOC Group","UK/BOC Group","$0","$0","$0",2002
"Bombardier Transportation USA (Bombardier Inc)","Canada/Bombardier Inc","$24,000","$10,500","$13,500",2002
"BP North America","UK/BP PLC","$175,000","$65,750","$109,250",2002
"Bridgestone Americas","Japan/Bridgestone Corp","$60,200","$24,200","$36,000",2002
"Brown & Williamson Tobacco","UK/British American Tobacco","$242,324","$44,000","$198,324",2002
"Budd Co","Germany/ThyssenKrupp AG","$1,000","$1,000","$0",2002
"Burns International Services (Securitas AB)","Sweden/Securitas AB","$0","$0","$0",2002
"Burson-Marsteller (WPP Group)","UK/WPP Group","$91,540","$38,040","$52,500",2002
"Business Men's Assurance Co","Italy/Assicurazioni Generali","$2,500","$1,500","$1,000",2002
"BWX Technologies (McDermott International)","Panama/McDermott International","$38,650","$10,050","$28,600",2002
"Cable & Wireless USA","UK/Cable & Wireless PLC","$52,100","$24,000","$28,100",2002
"Case New Holland","Italy/Fiat SPA","$46,500","$4,500","$42,000",2002
"Celanese Americas Corp","Germany/Celanese AG","$74,500","$22,500","$52,000",2002
"Central Soya Co","France/Cereol","$11,300","$2,000","$9,300",2002
"CGU Corp","UK/CGNU PLC","$0","$0","$0",2002
"Ciba Specialty Chemicals","Switzerland/Ciba Specialty Chemicals Holding","$29,500","$7,500","$22,000",2002
"CIBC Oppenheimer","Canada/Canadian Imperial Bank of Commerce","$0","$0","$0",2002
"Cooper Industries","Ireland/Cooper Industries Ltd","$187,500","$0","$187,500",2002
"Coral Energy (Royal Dutch/Shell Group of Companies)","Netherlands/Royal Dutch Shell","$0","$0","$0",2002
"Credit Suisse First Boston (Credit Suisse Group)","Switzerland/Credit Suisse Group","$298,312","$135,812","$162,500",2002
"Credit Suisse First Boston (Credit Suisse Group)","Switzerland/Credit Suisse Group","$0","$0","$0",2002
"DaimlerChrysler (DaimlerChrysler)","Germany/DaimlerChrysler AG","$483,090","$196,590","$286,500",2002
"Diageo North America (Diageo PLC)","UK/Diageo PLC","$61,000","$24,000","$37,000",2002
"E ON US","Germany/Eon AG","$4,850","$500","$4,350",2002
"Equitable Life Assurance Society (AXA)","France/AXA","$104,500","$39,500","$65,000",2002
"Essroc Corp","Italy/Italcementi Group","$2,600","$1,500","$1,100",2002
"Experian (GUS plc)","UK/GUS plc","$1,000","$0","$1,000",2002
"Experian (GUS Plc)","UK/GUS plc","$0","$0","$0",2002
"Farmers Group (Zurich Financial Services)","Switzerland/Zurich Financial Services","$36,650","$7,300","$29,350",2002
"First Hawaiian Bank (BNP Paribas)","France/BNP Paribas","$5,200","$5,200","$0",2002
"Food Lion","Belgium/Delhaize Group","$37,750","$10,000","$27,750",2002
"Fortis Inc","Belgium/Fortis AG","$79,000","$21,000","$58,000",2002
"Foster Wheeler","Switzerland/Foster Wheeler PLC","$8,800","$1,000","$7,800",2002
"Gambro Healthcare","Sweden/Gambro AB","$4,000","$0","$4,000",2002
"Genentech Inc (Roche Holdings)","Switzerland/Roche Group","$128,250","$71,500","$56,750",2002
"Getronics Government Solutions (BAE Systems)","UK/BAE Systems","$1,000","$1,000","$0",2002
"GKN Corp","UK/GKN PLC","$630","$0","$630",2002
"GlaxoSmithKline (GlaxoSmithKline)","UK/GlaxoSmithKline","$769,042","$193,923","$575,119",2002
"GlaxoSmithKline (GlaxoSmithKline)","UK/GlaxoSmithKline","-$4,000","-$500","-$3,500",2002
"Grand Trunk Western-Illinois Central RR","Canada/Canadian National Railway","$21,825","$12,675","$9,150",2002
"Great-West Life & Annuity Insurance (Power Financial Corp)","Canada/Power Financial Corp","$35,550","$4,050","$31,500",2002
"Greyhound Lines","Canada/Laidlaw","$39,500","$24,500","$15,000",2002
"Heineken USA (Heineken NV)","Netherlands/Heineken NV","$12,000","$8,000","$4,000",2002
"Hill & Knowlton (WPP Group)","UK/WPP Group","$30,000","$17,500","$12,500",2002
"Hoffmann-La Roche (Roche Holdings)","Switzerland/Roche Holdings","$101,800","$60,300","$41,500",2002
"Holcim US","Switzerland/Holcim Ltd","$71,838","$24,213","$47,625",2002
"HSBC USA","UK/HSBC Holdings","$5,330","$3,000","$2,330",2002
"ING US (ING Group)","Netherlands/ING Group","$149,395","$52,000","$97,395",2002
"Instinet Corp","UK/Reuters Group","$67,500","$23,500","$44,000",2002
"JA Jones Construction (Philipp Holzmann AG)","Germany/Philipp Holzmann AG","$2,900","$1,400","$1,500",2002
"Jackson National Life Insurance","UK/Prudential PLC","$71,821","$21,000","$50,821",2002
"Joseph E Seagram & Sons (Diageo PLC)","UK/Diageo PLC","$26,300","$10,300","$16,000",2002
"Kennecott Energy","UK/Rio Tinto PLC","$85,246","$21,000","$64,246",2002
"LaFarge North America (Lafarge SA)","France/Lafarge SA","$42,500","$15,000","$27,500",2002
"LaSalle Bank (ABN AMRO)","Netherlands/ABN Amro Holding","$32,250","$18,000","$14,250",2002
"Learjet Inc (Bombardier Inc)","Canada/Bombardier Inc","$1,000","$500","$500",2002
"Lehigh Cement","Germany/HeidelbergCement AG","$16,250","$3,500","$12,750",2002
"Lone Star Industries","Germany/Dyckerfhoff","$10,500","$4,000","$6,500",2002
"Loral Space & Communications","UK/Loral Space & Communications","$96,600","$74,600","$22,000",2002
"Maersk Inc (AP Moller-Maersk)","Denmark/AP Moller-Maersk","$53,500","$16,500","$37,000",2002
"Mallinckrodt Pharmaceuticals (Tyco International)","Ireland/Tyco International","$24,000","$9,000","$15,000",2002
"Massachusetts Financial Services","Canada/Sun Life Financial Services","$1,000","$1,000","$0",2002
"Master Builders Inc","Germany/E.ON AG","$0","$0","$0",2002
"McDermott International (McDermott International)","Panama/McDermott International","$20,500","$4,500","$16,000",2002
"Michigan National Bank","Australia/National Australia Bank","$500","$0","$500",2002
"Miller Brewing (SABMiller)","UK/SABMiller PLC","$4,000","$4,000","$0",2002
"National Grid USA (National Grid plc)","UK/National Grid plc","$61,450","$33,500","$27,950",2002
"National Steel Corp","Japan/NKK Corp","$0","$0","$0",2002
"Nestle Purina PetCare (Nestle SA)","Switzerland/Nestle SA","$26,500","$5,500","$21,000",2002
"Nestle USA (Nestle SA)","Switzerland/Nestle","$49,250","$15,000","$34,250",2002
"Nestle Waters North America (Nestle SA)","Switzerland/Nestle","$7,900","$3,000","$4,900",2002
"News America Publishing (News Corporation)","Australia/News Corp","$87,710","$48,000","$39,710",2002
"Novartis Corp (Novartis AG)","Switzerland/Novartis AG","$175,555","$43,250","$132,305",2002
"Oldcastle Materials","Ireland/CRH PLC","$109,600","$57,300","$52,300",2002
"ONDEO Nalco (SUEZ SA)","France/Suez Lyonnaise des Eaux","$13,100","$3,000","$10,100",2002
"Oppenheimer Capital (Allianz)","Germany/Allianz AG Holding","$0","$0","$0",2002
"Organon Inc","Netherlands/Akzo Nobel","$0","$0","$0",2002
"PacifiCorp","UK/Scottish Power","$10,000","$2,500","$7,500",2002
"Pennsylvania-American Water Co (RWE AG)","Germany/RWE AG","$0","$0","$0",2002
"Peter Pan Seafoods","Japan/Nichiro Corp","$3,850","$350","$3,500",2002
"Philips Electronics North America","Netherlands/Philips Electronics","$69,858","$10,100","$59,758",2002
"Pilkington North America","UK/Pilkington Group","$2,500","$1,000","$1,500",2002
"Pinkerton Tobacco","Sweden/Swedish Match AB","$40,495","$6,500","$33,995",2002
"RBC Centura Banks","Canada/Royal Bank of Canada","$13,500","$5,750","$7,750",2002
"Reed Elsevier Inc","UK/Reed Elsevier Group","$34,500","$14,500","$20,000",2002
"Rolls-Royce North America (Rolls-Royce PLC)","UK/Rolls-Royce International","$125,449","$42,750","$82,699",2002
"Roquette America","France/Roquette Freres","$125","$125","$0",2002
"Sagem Morpho Inc","France/Sagem SA","$7,500","$7,500","$0",2002
"SAP America","Germany/SAP AG","$20,100","$9,000","$11,100",2002
"Sensormatic Electronics (Tyco International)","Ireland/Tyco International","$2,328","$0","$2,328",2002
"Serono Inc","Switzerland/Serono SA","$7,000","$2,000","$5,000",2002
"SES Americom (SES Global)","Luxembourg/SES Global","$5,500","$3,000","$2,500",2002
"Shaklee Corp (Yamanouchi Consumer)","Japan/Yamanouchi Pharmaceutical","$1,000","$1,000","$0",2002
"Shell Oil (Royal Dutch/Shell Group of Companies)","Netherlands/Royal Dutch-Shell","$127,790","$31,290","$96,500",2002
"Siemens Corp (Siemens AG)","Germany/Siemans AG","$116,998","$31,999","$84,999",2002
"Siemens Dematic Postal Automation (Siemens AG)","Germany/Siemens AG","$2,500","$1,500","$1,000",2002
"Smith & Nephew","UK/Smith & Nephew Plc","$19,000","$9,000","$10,000",2002
"Sodexho Inc","France/Sodexho Alliance","$3,350","$2,250","$1,100",2002
"Solvay Pharmaceuticals","Belgium/Solvay SA","$0","$0","$0",2002
"Sony Pictures Entertainment (Sony Corp)","Japan/Sony Corp","$128,500","$73,500","$55,000",2002
"Standard Federal Bank (ABN AMRO)","Netherlands/ABN Amro Holding","$13,100","$3,250","$9,850",2002
"Syngenta Corp","Switzerland/Syngenta AG","$34,500","$14,000","$20,500",2002
"Syntex (USA) Inc (Roche Holdings)","Switzerland/Roche Holdings","$10,000","$8,000","$2,000",2002
"T-Mobile USA","Germany/Deutsche Telekom AG","$87,000","$50,000","$37,000",2002
"Teck Cominco American","Canada/Teck Cominco","$3,000","$1,000","$2,000",2002
"Timex Corp","Netherlands/Timex Group","$0","$0","$0",2002
"Tractebel (Tractebel)","Belgium/Tractabel","$0","$0","$0",2002
"Tractebel North America (Tractebel)","Belgium/Tractabel","$1,000","$0","$1,000",2002
"TransAmerica (Aegon NV)","Netherlands/Aegon NV","$0","$0","$0",2002
"UBS Americas","Switzerland/UBS AG","$111,400","$58,400","$52,000",2002
"UnionBanCal Corp","Japan/Mitsubishi UFJ Financial Group","$13,500","$3,500","$10,000",2002
"United Water Resources (SUEZ SA)","France/SUEZ SA","$18,150","$14,650","$3,500",2002
"Universal Studios (Vivendi Universal)","France/Vivendi Universal","$136,500","$65,500","$71,000",2002
"US Surgical Corp (Tyco International)","Ireland/Tyco International","$0","$0","$0",2002
"Wackenhut Corp (Group 4 Falck)","Denmark/Group 4 Falck","$20,250","$4,250","$16,000",2002
"Wackenhut Corp (Group 4 Falck)","Denmark/Group 4 Falck","$0","$0","$0",2002
"Westfield Corp","Australia/Westfield Group of Australia","$23,619","$21,619","$2,000",2002
"Westinghouse Electric (BNFL PLC)","UK/British Nuclear Fuels PLC","$5,250","$500","$4,750",2002
"Wexler & Walker Public Policy Assoc (WPP Group)","UK/WPP Group","$93,500","$34,000","$59,500",2002
"Zurich Insurance (Zurich Financial Services)","Switzerland/Zurich Financial Services","$98,182","$32,000","$66,182",2002
"Accenture (Accenture)","Ireland/Accenture plc","$3,000","$0","$3,000",2003
"Acreage Holdings","Canada/Acreage Holdings","$0","$0","$0",2003
"Air Liquide America","France/L'Air Liquide SA","$17,300","$14,800","$2,500",2003
"Airbus Group","Netherlands/Airbus Group","$193,500","$82,500","$111,000",2003
"Alexion Pharmaceuticals (AstraZeneca PLC)","UK/AstraZeneca PLC","$186,250","$104,000","$82,250",2003
"Alkermes Inc","Ireland/Alkermes Plc","$84,500","$34,500","$50,000",2003
"Allianz of America (Allianz)","Germany/Allianz AG Holding","$31,500","$20,500","$11,000",2003
"AMG Vanadium","Netherlands/AMG Advanced Metallurgical Group","$2,525","$0","$2,525",2003
"Anheuser-Busch (Anheuser-Busch InBev)","Belgium/Anheuser-Busch InBev","$457,500","$218,000","$239,500",2003
